Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Validating timed UML models by simulation and verification,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-005-0205-x,Iulian OberSusanne GrafIleana Ober,2005,https://link.springer.com/article/10.1007/s10009-005-0205-x,Article
On the Correctness of Transformations in Compiler Back-Ends,Leveraging Applications of Formal Methods,,,,10.1007/11925040_6,Wolf Zimmermann,2006,https://link.springer.com/chapter/10.1007/11925040_6,Conference paper
Dependable Polygon-Processing Algorithms for Safety-Critical Embedded Systems,Embedded and Ubiquitous Computing – EUC 2005,,,,10.1007/11596356_42,Jens BrandtKlaus Schneider,2005,https://link.springer.com/chapter/10.1007/11596356_42,Conference paper
"Tools for Programming, Code Generation, and Design",Embedded Systems Design,,,,10.1007/978-3-540-31973-3_6,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_6,Chapter
Entwicklung des Allradantriebs bei Subaru,ATZ - Automobiltechnische Zeitschrift,,,,10.1007/BF03221722,Koji Matsuno,2005,https://link.springer.com/article/10.1007/BF03221722,Article
Language and Compiler Design for Streaming Applications,International Journal of Parallel Programming,,,,10.1007/s10766-005-3590-6,Saman AmarasingheMichael l. GordonMichal KarczmarekJasper LinDavid MazeRodric M. RabbahWilliam Thies,2005,https://link.springer.com/article/10.1007/s10766-005-3590-6,Article
Components and Contracts,Embedded Systems Design,,,,10.1007/978-3-540-31973-3_13,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_13,Chapter
Mode-Automata Based Methodology for Scade,Hybrid Systems: Computation and Control,,,,10.1007/978-3-540-31954-2_25,Ouassila LabbaniJean-Luc DekeyserPierre Boulet,2005,https://link.springer.com/chapter/10.1007/978-3-540-31954-2_25,Conference paper
LusSy: An open tool for the analysis of systems-on-a-chip at the transaction level,Design Automation for Embedded Systems,,,,10.1007/s10617-006-9044-6,Matthieu MoyFlorence MaraninchiLaurent Maillet-Contoz,2005,https://link.springer.com/article/10.1007/s10617-006-9044-6,Article
Computing Platforms,Embedded Systems Design,,,,10.1007/978-3-540-31973-3_29,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_29,Chapter
Design for Timing Predictability,Real-Time Systems,,,,10.1023/B:TIME.0000045316.66276.6e,Lothar ThieleReinhard Wilhelm,2004,https://link.springer.com/article/10.1023/B:TIME.0000045316.66276.6e,Article
Programming Languages for Real-Time Systems,Embedded Systems Design,,,,10.1007/978-3-540-31973-3_25,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_25,Chapter
Executive Overview on Hard Real-Time Development Environments,Embedded Systems Design,,,,10.1007/978-3-540-31973-3_1,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_1,Chapter
Separate Compilation for Synchronous Modules,Embedded Software and Systems,,,,10.1007/11599555_15,Jia ZengStephen A. Edwards,2005,https://link.springer.com/chapter/10.1007/11599555_15,Conference paper
Esterel v7: From Verified Formal Specification to Efficient Industrial Designs,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-540-31984-9_1,Gérard Berry,2005,https://link.springer.com/chapter/10.1007/978-3-540-31984-9_1,Conference paper
References,Embedded Systems Design,,,,10.1007/978-3-540-31973-3_16,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_16,Chapter
The Zerberus Language: Describing the Functional Model of Dependable Real-Time Systems,Dependable Computing,,,,10.1007/11572329_10,Christian BucklAlois KnollGerhard Schrott,2005,https://link.springer.com/chapter/10.1007/11572329_10,Conference paper
Implementation of Timed Automata: An Issue of Semantics or Modeling?,Formal Modeling and Analysis of Timed Systems,,,,10.1007/11603009_21,Karine AltisenStavros Tripakis,2005,https://link.springer.com/chapter/10.1007/11603009_21,Conference paper
Current Design Practice and Needs in Selected Industrial Sectors,Embedded Systems Design,,,,10.1007/978-3-540-31973-3_12,Bruno BouyssounouseJoseph Sifakis,2005,https://link.springer.com/chapter/10.1007/978-3-540-31973-3_12,Chapter
Almost ASAP semantics: from timed models to timed implementations,Formal Aspects of Computing,,,,10.1007/s00165-005-0067-8,Martin De WulfLaurent DoyenJean-François Raskin,2005,https://link.springer.com/article/10.1007/s00165-005-0067-8,Article
From Control Loops to Real-Time Programs,Handbook of Networked and Embedded Control Systems,,,,10.1007/0-8176-4404-0_17,Paul CaspiOded Maler,2005,https://link.springer.com/chapter/10.1007/0-8176-4404-0_17,Chapter
SoftContract: Model-Based Design of Error-Checking Code and Property Monitors,UML Modeling Languages and Applications,,,,10.1007/978-3-540-31797-5_16,Luciano LavagnoMarco Di NataleAlberto FerrariPaolo Giusto,2005,https://link.springer.com/chapter/10.1007/978-3-540-31797-5_16,Conference paper
Color-Blind Specifications for Transformations of Reactive Synchronous Programs,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-540-31984-9_13,Kim G. LarsenUlrik LarsenAndrzej Wasowski,2005,https://link.springer.com/chapter/10.1007/978-3-540-31984-9_13,Conference paper
Editorial,Formal Aspects of Computing,,,,10.1007/s00165-004-0049-2,Manfred BroyGerald LüttgenMichael Mendler,2004,https://link.springer.com/article/10.1007/s00165-004-0049-2,Article
Formal Construction and Verification of Home Service Robots: A Case Study,Automated Technology for Verification and Analysis,,,,10.1007/11562948_32,Moonzoo KimKyo Chul Kang,2005,https://link.springer.com/chapter/10.1007/11562948_32,Conference paper
Resource-Aware Programming,Embedded Software and Systems,,,,10.1007/11535409_6,Walid Taha,2005,https://link.springer.com/chapter/10.1007/11535409_6,Conference paper
Engineering Education: A Focus on Systems,"Advances in Control, Communication Networks, and Transportation Systems",,,,10.1007/0-8176-4409-1_5,Edward A. Lee,2005,https://link.springer.com/chapter/10.1007/0-8176-4409-1_5,Chapter
Designing Mathematical Morphology Algorithms on FPGAs: An Application to Image Processing,Computer Analysis of Images and Patterns,,,,10.1007/11556121_69,Damien BaumannJacques Tinembart,2005,https://link.springer.com/chapter/10.1007/11556121_69,Conference paper
An Automatic Mapping from Statecharts to Verilog,Theoretical Aspects of Computing - ICTAC 2004,,,,10.1007/978-3-540-31862-0_15,Viet-Anh Vu TranShengchao QinWei Ngan Chin,2005,https://link.springer.com/chapter/10.1007/978-3-540-31862-0_15,Conference paper
Operational Semantics of Hybrid Systems,Hybrid Systems: Computation and Control,,,,10.1007/978-3-540-31954-2_2,Edward A. LeeHaiyang Zheng,2005,https://link.springer.com/chapter/10.1007/978-3-540-31954-2_2,Conference paper
Timing Performances of Automatically Generated Code Using MDA Approaches,Advances in Design and Specification Languages for SoCs,,,,10.1007/0-387-26151-6_11,Mathieu MaranzanaJean-Francois PonsignonJean-Louis SourrouilleFranck Bernier,2005,https://link.springer.com/chapter/10.1007/0-387-26151-6_11,Chapter
Implementation-Aware Embedded Control Systems,Handbook of Networked and Embedded Control Systems,,,,10.1007/0-8176-4404-0_16,Karl-Erik ÅrzénAnton CervinDan Henriksson,2005,https://link.springer.com/chapter/10.1007/0-8176-4404-0_16,Chapter
Structural Health Monitoring Systems for Bridge Decks and Rehabilitated Precast Prestress Concrete Beams,Sensing Issues in Civil Structural Health Monitoring,,,,10.1007/1-4020-3661-2_36,Mohsen A. IssaHameed I. ShabilaMohammad Alhassan,2005,https://link.springer.com/chapter/10.1007/1-4020-3661-2_36,Conference paper
Abstract Interpretation-Based Verification of Non-functional Requirements,Coordination Models and Languages,,,,10.1007/11417019_4,Agostino CortesiFrancesco Logozzo,2005,https://link.springer.com/chapter/10.1007/11417019_4,Conference paper
Specification and analysis of synchronous reactions,Formal Aspects of Computing,,,,10.1007/s00165-004-0039-4,Mirabelle Nebut,2004,https://link.springer.com/article/10.1007/s00165-004-0039-4,Article
Applied Formal Methods – From CSP to Executable Hybrid Specifications,Communicating Sequential Processes. The First 25 Years,,,,10.1007/11423348_19,Jan Peleska,2005,https://link.springer.com/chapter/10.1007/11423348_19,Chapter
Components of a Theory,A Practical Theory of Reactive Systems,,,,10.1007/3-540-27348-4_1,,2005,https://link.springer.com/chapter/10.1007/3-540-27348-4_1,Chapter
The Self-Star Vision,Self-star Properties in Complex Information Systems,,,,10.1007/11428589_1,Ozalp BabaogluMárk JelasityAlberto MontresorChristof FetzerStefano LeonardiAad van MoorselMaarten van Steen,2005,https://link.springer.com/chapter/10.1007/11428589_1,Conference paper
The Design of Hume: A High-Level Language for the Real-Time Embedded Systems Domain,Domain-Specific Program Generation,,,,10.1007/978-3-540-25935-0_8,Kevin HammondGreg Michaelson,2004,https://link.springer.com/chapter/10.1007/978-3-540-25935-0_8,Chapter
Modular Hierarchies of Models for Embedded Systems,Formal Methods and Models for System Design,,,,10.1007/978-1-4020-8052-4_1,Manfred Broy,2004,https://link.springer.com/chapter/10.1007/978-1-4020-8052-4_1,Chapter
Hard Real-Time Implementation of Embedded Software in JAVA,Scientific Engineering of Distributed Java Applications,,,,10.1007/978-3-540-24639-8_4,Jean-Pierre TalpinAbdoulaye GamatiéDavid BernerBruno Le DezPaul Le Guernic,2004,https://link.springer.com/chapter/10.1007/978-3-540-24639-8_4,Conference paper
Optimizations for Faster Execution of Esterel Programs,Formal Methods and Models for System Design,,,,10.1007/978-1-4020-8052-4_11,Dumitru Potop-ButucaruRobert de Simone,2004,https://link.springer.com/chapter/10.1007/978-1-4020-8052-4_11,Chapter
A Toolset for Modelling and Verification of GALS Systems,Computer Aided Verification,,,,10.1007/978-3-540-27813-9_47,S. RameshSampada SonalkarVijay D’silvaNaveen Chandra R.B. Vijayalakshmi,2004,https://link.springer.com/chapter/10.1007/978-3-540-27813-9_47,Conference paper
Event-Driven Programming with Logical Execution Times,Hybrid Systems: Computation and Control,,,,10.1007/978-3-540-24743-2_24,Arkadeb GhosalThomas A. HenzingerChristoph M. KirschMarco A. A. Sanvido,2004,https://link.springer.com/chapter/10.1007/978-3-540-24743-2_24,Conference paper
2. Related Work,Higher-Level Hardware Synthesis,,,,10.1007/978-3-540-24657-2_2,Richard Sharp,2004,https://link.springer.com/chapter/10.1007/978-3-540-24657-2_2,Chapter
"Arrows, Robots, and Functional Reactive Programming",Advanced Functional Programming,,,,10.1007/978-3-540-44833-4_6,Paul HudakAntony CourtneyHenrik NilssonJohn Peterson,2003,https://link.springer.com/chapter/10.1007/978-3-540-44833-4_6,Chapter
Reactive and Real-Time Systems Course: How to Get the Most Out of it,Real-Time Systems,,,,10.1023/A:1025180310659,Tal Lev-AmiShmuel S. Tyszberowicz,2003,https://link.springer.com/article/10.1023/A:1025180310659,Article
"Embedded Software: Better Models, Better Code",Applications and Theory of Petri Nets 2004,,,,10.1007/978-3-540-27793-4_3,Thomas A. Henzinger,2004,https://link.springer.com/chapter/10.1007/978-3-540-27793-4_3,Conference paper
Resource Control for Synchronous Cooperative Threads,CONCUR 2004 - Concurrency Theory,,,,10.1007/978-3-540-28644-8_5,Roberto M. AmadioSilvano Dal Zilio,2004,https://link.springer.com/chapter/10.1007/978-3-540-28644-8_5,Conference paper
Model-based testing for real,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-003-0128-3,A. PretschnerO. SlotoschE. AiglstorferS. Kriebel,2004,https://link.springer.com/article/10.1007/s10009-003-0128-3,Article
A Semantics for Distributed Execution of Statemate,Formal Aspects of Computing,,,,10.1007/s00165-003-0015-4,Martin FränzleJürgen NiehausAlexander MetznerWerner Damm,2003,https://link.springer.com/article/10.1007/s00165-003-0015-4,Article
Refinement of Hybrid Systems,Languages for System Specification,,,,10.1007/1-4020-7991-5_20,Jan RombergChristoph Grimm,2004,https://link.springer.com/chapter/10.1007/1-4020-7991-5_20,Chapter
Actor-Oriented Models for Codesign,Formal Methods and Models for System Design,,,,10.1007/978-1-4020-8052-4_2,Edward A. LeeStephen Neuendorffer,2004,https://link.springer.com/chapter/10.1007/978-1-4020-8052-4_2,Chapter
A Lightweight Coordination Middleware for Mobile Computing,Coordination Models and Languages,,,,10.1007/978-3-540-24634-3_12,Chien-Liang FokGruia-Catalin RomanGregory Hackmann,2004,https://link.springer.com/chapter/10.1007/978-3-540-24634-3_12,Conference paper
Behavioral Type Inference,Formal Methods and Models for System Design,,,,10.1007/978-1-4020-8052-4_9,Jean-Pierre TalpinPaul Le Guernic,2004,https://link.springer.com/chapter/10.1007/978-1-4020-8052-4_9,Chapter
Validating the Translation of an Industrial Optimizing Compiler,Automated Technology for Verification and Analysis,,,,10.1007/978-3-540-30476-0_21,I. GordinR. LeviathanA. Pnueli,2004,https://link.springer.com/chapter/10.1007/978-3-540-30476-0_21,Conference paper
Behavioral Type Inference,Formal Methods and Models for System Design,,,,10.1007/978-1-4020-8052-4_10,Jean-Pierre TalpinDavid BernerSandeep Kumar ShuklaPaul Le GuernicAbdoulaye GamatiéRajesh Gupta,2004,https://link.springer.com/chapter/10.1007/978-1-4020-8052-4_10,Chapter
Certification of compiled assembly code by invariant translation,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-003-0125-6,Xavier Rival,2004,https://link.springer.com/article/10.1007/s10009-003-0125-6,Article
The IF Toolset,Formal Methods for the Design of Real-Time Systems,,,,10.1007/978-3-540-30080-9_8,Marius BozgaSusanne GrafIleana OberIulian OberJoseph Sifakis,2004,https://link.springer.com/chapter/10.1007/978-3-540-30080-9_8,Chapter
Reactive Framework for Resource Aware Distributed Computing,Advances in Computer Science - ASIAN 2004. Higher-Level Decision Making,,,,10.1007/978-3-540-30502-6_33,Rajesh GuptaR. K. Shyamasundar,2004,https://link.springer.com/chapter/10.1007/978-3-540-30502-6_33,Conference paper
Validation of UML Models via a Mapping to Communicating Extended Timed Automata,Model Checking Software,,,,10.1007/978-3-540-24732-6_9,Iulian OberSusanne GrafIleana Ober,2004,https://link.springer.com/chapter/10.1007/978-3-540-24732-6_9,Conference paper
Formal Verification of an Avionics Sensor Voter Using SCADE,"Formal Techniques, Modelling and Analysis of Timed and Fault-Tolerant Systems",,,,10.1007/978-3-540-30206-3_3,Samar Dajani-BrownDarren CoferAmar Bouali,2004,https://link.springer.com/chapter/10.1007/978-3-540-30206-3_3,Conference paper
Introduction,Verification of Reactive Systems,,,,10.1007/978-3-662-10778-2_1,Klaus Schneider,2004,https://link.springer.com/chapter/10.1007/978-3-662-10778-2_1,Chapter
On Hardware Description in ECL,Languages for System Specification,,,,10.1007/1-4020-7991-5_10,Lluís RibasJoaquin Saiz,2004,https://link.springer.com/chapter/10.1007/1-4020-7991-5_10,Chapter
An Engineer’s Workstation to Support Integrated Development of Flexible Production Control Systems,Integration of Software Specification Techniques for Applications in Engineering,,,,10.1007/978-3-540-27863-4_5,Wilhelm SchäferRobert WagnerJürgen GausemeierRaimund Eckes,2004,https://link.springer.com/chapter/10.1007/978-3-540-27863-4_5,Chapter
Mode: A Method for System-Level Architecture Evaluation,Formal Methods and Models for System Design,,,,10.1007/978-1-4020-8052-4_5,Jan RombergJewgenij BotaschanjanOscar Slotosch,2004,https://link.springer.com/chapter/10.1007/978-1-4020-8052-4_5,Chapter
Hume: A Domain-Specific Language for Real-Time Embedded Systems,Generative Programming and Component Engineering,,,,10.1007/978-3-540-39815-8_3,Kevin HammondGreg Michaelson,2003,https://link.springer.com/chapter/10.1007/978-3-540-39815-8_3,Conference paper
Actors and their Composition,Formal Aspects of Computing,,,,10.1007/s00165-003-0016-3,Jörn W. Janneck,2003,https://link.springer.com/article/10.1007/s00165-003-0016-3,Article
The Semantic Layers of Timber,Programming Languages and Systems,,,,10.1007/978-3-540-40018-9_22,Magnus CarlssonJohan NordlanderDick Kieburtz,2003,https://link.springer.com/chapter/10.1007/978-3-540-40018-9_22,Conference paper
Embedded Software Generation from SystemC for Platform Based Design,SystemC,,,,10.1007/0-306-48735-7_9,Fernando HerreraVíctor FernándezPablo SánchezEugenio Villar,2003,https://link.springer.com/chapter/10.1007/0-306-48735-7_9,Chapter
Clock-Driven Automatic Distribution of Lustre Programs,Embedded Software,,,,10.1007/978-3-540-45212-6_14,Alain GiraultXavier Nicollin,2003,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_14,Conference paper
Mapping Concurrent Applications onto Architectural Platforms,Networks on Chip,,,,10.1007/0-306-48727-6_3,Andrew MihalKurt Keutzer,2003,https://link.springer.com/chapter/10.1007/0-306-48727-6_3,Chapter
Stack Size Analysis for Interrupt-Driven Programs,Static Analysis,,,,10.1007/3-540-44898-5_7,Krishnendu ChatterjeeDi MaRupak MajumdarTian ZhaoThomas A. HenzingerJens Palsberg,2003,https://link.springer.com/chapter/10.1007/3-540-44898-5_7,Conference paper
Instantaneous Termination in Pure Esterel,Static Analysis,,,,10.1007/3-540-44898-5_6,Olivier TardieuRobert de Simone,2003,https://link.springer.com/chapter/10.1007/3-540-44898-5_6,Conference paper
Generating Heap-Bounded Programs in a Functional Setting,Embedded Software,,,,10.1007/978-3-540-45212-6_22,Walid TahaStephan EllnerHongwei Xi,2003,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_22,Conference paper
Using Controller-Synthesis Techniques to Build Property-Enforcing Layers,Programming Languages and Systems,,,,10.1007/3-540-36575-3_13,Karine AltisenAurélie ClodicFlorence MaraninchiEric Rutten,2003,https://link.springer.com/chapter/10.1007/3-540-36575-3_13,Conference paper
Expression of Time and Duration Constraints in SDL,Telecommunications and beyond: The BroaderApplicability of SDL and MSC,,,,10.1007/3-540-36573-7_3,Susanne Graf,2003,https://link.springer.com/chapter/10.1007/3-540-36573-7_3,Conference paper
Prototyping Object Oriented Specifications,Applications and Theory of Petri Nets 2003,,,,10.1007/3-540-44919-1_30,Ali Al-ShabibiDidier BuchsMathieu BuffoStanislav ChachkovAng ChenDavid Hurzeler,2003,https://link.springer.com/chapter/10.1007/3-540-44919-1_30,Conference paper
From Algorithm Graph Specification to Automatic Synthesis of FPGA Circuit: A Seamless Flow of Graphs Transformations,Field Programmable Logic and Application,,,,10.1007/978-3-540-45234-8_90,Linda KaouaneMohamed AkilYves SorelThierry Grandpierre,2003,https://link.springer.com/chapter/10.1007/978-3-540-45234-8_90,Conference paper
Heterogeneous Reactive Systems Modeling and Correct-by-Construction Deployment,Embedded Software,,,,10.1007/978-3-540-45212-6_4,Albert BenvenisteLuca P. CarloniPaul CaspiAlberto L. Sangiovanni-Vincentelli,2003,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_4,Conference paper
Asynchronous Timed Multimedia Environments Based on the Coordination Paradigm,Parallel Computing Technologies,,,,10.1007/978-3-540-45145-7_27,George A. Papadopoulos,2003,https://link.springer.com/chapter/10.1007/978-3-540-45145-7_27,Conference paper
Dynamic Frame Dropping for Bandwidth Control in MPEG Streaming System,Multimedia Tools and Applications,,,,10.1023/A:1022195128444,Hojung ChaJaehak OhRhan Ha,2003,https://link.springer.com/article/10.1023/A:1022195128444,Article
A Compositional Semantic Theory for Synchronous Component-Based Design,CONCUR 2003 - Concurrency Theory,,,,10.1007/978-3-540-45187-7_30,Barry NortonGerald LüttgenMichael Mendler,2003,https://link.springer.com/chapter/10.1007/978-3-540-45187-7_30,Conference paper
Message Sequence Charts,UML for Real,,,,10.1007/0-306-48738-1_4,David HarelP. S. Thiagarajan,2003,https://link.springer.com/chapter/10.1007/0-306-48738-1_4,Chapter
Model-Based Programming: Controlling Embedded Systems by Reasoning About Hidden State,Principles and Practice of Constraint Programming - CP 2002,,,,10.1007/3-540-46135-3_34,Brian C. WilliamsMichel D. Ingham,2002,https://link.springer.com/chapter/10.1007/3-540-46135-3_34,Conference paper
Asynchronous Multi-Agent ASMs,Abstract State Machines,,,,10.1007/978-3-642-18216-7_6,Egon BörgerRobert Stärk,2003,https://link.springer.com/chapter/10.1007/978-3-642-18216-7_6,Chapter
REFLIX: A Processor Core for Reactive Embedded Applications,Field-Programmable Logic and Applications: Reconfigurable Computing Is Going Mainstream,,,,10.1007/3-540-46117-5_97,Zoran SalcicMorteza Biglari-AbhariAbbas Bigdeli,2002,https://link.springer.com/chapter/10.1007/3-540-46117-5_97,Conference paper
AVSynDEx: A Rapid Prototyping Process Dedicated to the Implementation of Digital Image Processing Applications on Multi-DSP and FPGA Architectures,EURASIP Journal on Advances in Signal Processing,,,,10.1155/S1110865702205016,Virginie FresseOlivier DéforgesJean-François Nezan,2002,https://link.springer.com/article/10.1155/S1110865702205016,Article
"Requirements-Level Semantics and Model Checking of Object-Oriented Statecharts
",Requirements Engineering,,,,10.1007/s007660200019,Rik EshuisDavid N. JansenRoel Wieringa,2002,https://link.springer.com/article/10.1007/s007660200019,Article
Synchronous Modelling of Asynchronous Systems,Embedded Software,,,,10.1007/3-540-45828-X_18,Nicolas HalbwachsSiwar Baghdadi,2002,https://link.springer.com/chapter/10.1007/3-540-45828-X_18,Conference paper
"Non-massive, Non-high Performance, Distributed Computing: Selected Issues",Euro-Par 2002 Parallel Processing,,,,10.1007/3-540-45706-2_3,Albert Benveniste,2002,https://link.springer.com/chapter/10.1007/3-540-45706-2_3,Conference paper
Proving the Equivalence of Microstep and Macrostep Semantics,Theorem Proving in Higher Order Logics,,,,10.1007/3-540-45685-6_21,Klaus Schneider,2002,https://link.springer.com/chapter/10.1007/3-540-45685-6_21,Conference paper
System Requirements and Intrinsic SDM Assessment,Specification and Design Methodology for Real-Time Embedded Systems,,,,10.1007/978-1-4615-0837-3_3,Randall S. Janka,2002,https://link.springer.com/chapter/10.1007/978-1-4615-0837-3_3,Chapter
Formal Methods in Designing Embedded Systems—the SACRES Experience,Formal Methods in System Design,,,,10.1023/A:1011295931367,Klaus Winkelmann,2001,https://link.springer.com/article/10.1023/A:1011295931367,Article
A General Approach to Modelling System-Level Timing Constraints,System on Chip Design Languages,,,,10.1007/978-1-4757-6674-5_24,Marek JersakDirk ZiegenbeinRolf Ernst,2002,https://link.springer.com/chapter/10.1007/978-1-4757-6674-5_24,Chapter
Model checking robustness to desynchronization,Design and Analysis of Distributed Embedded Systems,,,,10.1007/978-0-387-35599-3_6,Jean-Pierre Talpin,2002,https://link.springer.com/chapter/10.1007/978-0-387-35599-3_6,Chapter
Principles of Real-Time Programming,Embedded Software,,,,10.1007/3-540-45828-X_6,Christoph M. Kirsch,2002,https://link.springer.com/chapter/10.1007/3-540-45828-X_6,Conference paper
Micro Mobile Programs,Foundations of Information Technology in the Era of Network and Mobile Computing,,,,10.1007/978-0-387-35608-2_30,Carl A. Gunter,2002,https://link.springer.com/chapter/10.1007/978-0-387-35608-2_30,Chapter
Platform-Based Embedded Software Design for Multi-vehicle Multi-modal Systems,Embedded Software,,,,10.1007/3-540-45828-X_4,T. John KooJudith LiebmanCedric MaBenjamin HorowitzAlberto Sangiovanni-VincentelliShankar Sastry,2002,https://link.springer.com/chapter/10.1007/3-540-45828-X_4,Conference paper
A Protocol for Loosely Time-Triggered Architectures,Embedded Software,,,,10.1007/3-540-45828-X_19,Albert BenvenistePaul CaspiPaul Le GuernicHervé MarchandJean -Pierre TalpinStavros Tripakis,2002,https://link.springer.com/chapter/10.1007/3-540-45828-X_19,Conference paper
"DECM, A User Oriented Formalism for High Level Discrete Event Specifications of Real-Time Systems",Journal of Intelligent and Robotic Systems,,,,10.1023/A:1015548507922,Jean-Luc PailletNorbert Giambiasi,2002,https://link.springer.com/article/10.1023/A:1015548507922,Article
Proving Correctness of Timed Concurrent Constraint Programs,Foundations of Software Science and Computation Structures,,,,10.1007/3-540-45931-6_4,Frank S. de BoerMaurizio GabbrielliMaria Chiara Meo,2002,https://link.springer.com/chapter/10.1007/3-540-45931-6_4,Conference paper
Software Synthesis for Real-Time Information Processing Systems,Code Generation for Embedded Processors,,,,10.1007/978-1-4615-2323-9_15,Marco CorneroFilip ThoenGert GoossensFranco Curatelli,2002,https://link.springer.com/chapter/10.1007/978-1-4615-2323-9_15,Chapter
Quasi-Static Scheduling of Independent Tasks for Reactive Systems,Application and Theory of Petri Nets 2002,,,,10.1007/3-540-48068-4_7,Jordi CortadellaAlex KondratyevLuciano LavagnoClaudio PasseroneYosinori Watanabe,2002,https://link.springer.com/chapter/10.1007/3-540-48068-4_7,Conference paper
Specification and Validation of Embedded Systems using LUSTRE and ARGOS. Case Study: The Automatic Headlight Leveling System,Design Automation for Embedded Systems,,,,10.1023/A:1011237030847,Rainer Gmehlich,2001,https://link.springer.com/article/10.1023/A:1011237030847,Article
Time-Safety Checking for Embedded Programs,Embedded Software,,,,10.1007/3-540-45828-X_7,Thomas A. HenzingerChristoph M. KirschRupak MajumdarSlobodan Matic,2002,https://link.springer.com/chapter/10.1007/3-540-45828-X_7,Conference paper
StreamIt: A Language for Streaming Applications,Compiler Construction,,,,10.1007/3-540-45937-5_14,William ThiesMichal KarczmarekSaman Amarasinghe,2002,https://link.springer.com/chapter/10.1007/3-540-45937-5_14,Conference paper
A Formal Model of the UML Metamodel: The UML State Machine and Its Integrity Constraints,ZB 2002:Formal Specification and Development in Z and B,,,,10.1007/3-540-45648-1_26,Soon-Kyeong KimDavid Carrington,2002,https://link.springer.com/chapter/10.1007/3-540-45648-1_26,Conference paper
Synchronous Programming Techniques for Embedded Systems: Present and Future,Embedded Software,,,,10.1007/3-540-45449-7_4,Gérard Berry,2001,https://link.springer.com/chapter/10.1007/3-540-45449-7_4,Conference paper
TAXYS: A Tool for the Development and Verification of Real-Time Embedded Systems?,Computer Aided Verification,,,,10.1007/3-540-44585-4_39,Etienne ClosseMichel PoizeJacques PulouJoseph SifakisPatrick VenterDaniel WeilSergio Yovine,2001,https://link.springer.com/chapter/10.1007/3-540-44585-4_39,Conference paper
System-Level Specification and Architecture Exploration : an Avionics Codesign Application,Electronic Chips & Systems Design Languages,,,,10.1007/978-1-4757-3326-6_9,François ClouteJean-Noël ContensouDaniel EstevePascal PampagninPhilippe PonsYves Favard,2001,https://link.springer.com/chapter/10.1007/978-1-4757-3326-6_9,Chapter
Pr/T-Net Based Seamless Design of Embedded Real-Time Systems,Applications and Theory of Petri Nets 2001,,,,10.1007/3-540-45740-2_20,Carsten RustJürgen TackenCarsten Böke,2001,https://link.springer.com/chapter/10.1007/3-540-45740-2_20,Conference paper
Directions in Functional Programming for Real(-Time) Applications,Embedded Software,,,,10.1007/3-540-45449-7_13,Walid TahaPaul HudakZhanyong Wan,2001,https://link.springer.com/chapter/10.1007/3-540-45449-7_13,Conference paper
Jester,System-on-Chip Methodologies & Design Languages,,,,10.1007/978-1-4757-3281-8_18,M. AntoniottiA. FerrariA. FlescaA. Sangiovanni-Vincentelli,2001,https://link.springer.com/chapter/10.1007/978-1-4757-3281-8_18,Chapter
A Synchronous Object-Oriented Design Flow for Embedded Applications,Electronic Chips & Systems Design Languages,,,,10.1007/978-1-4757-3326-6_11,P. G. PlögerReinhard BuddeKarl H. Sylla,2001,https://link.springer.com/chapter/10.1007/978-1-4757-3326-6_11,Chapter
Technische Grundlagen,Baumaschinen,,,,10.1007/978-3-663-09352-7_3,Günter KunzeHelmut GöhringKlaus JacobMartin Scheffler,2002,https://link.springer.com/chapter/10.1007/978-3-663-09352-7_3,Chapter
Complex Reactive Control with Simple Synchronous Models,"Languages, Compilers, and Tools for Embedded Systems",,,,10.1007/3-540-45245-1_2,Reinhard BuddeAxel Poigné,2001,https://link.springer.com/chapter/10.1007/3-540-45245-1_2,Conference paper
Synchronous Equivalence,Synchronous Equivalence,,,,10.1007/978-1-4615-1659-0_5,Harry HsiehFelice BalarinAlberto Sangiovanni-Vincentelli,2001,https://link.springer.com/chapter/10.1007/978-1-4615-1659-0_5,Chapter
A Verified Hardware Synthesis of Esterel Programs,Architecture and Design of Distributed Embedded Systems,,,,10.1007/978-0-387-35409-5_20,Klaus Schneider,2001,https://link.springer.com/chapter/10.1007/978-0-387-35409-5_20,Chapter
