database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
springer,697,10.1007/0-306-48735-7_9,Embedded Software Generation from SystemC for Platform Based Design,Fernando HerreraVíctor FernándezPablo SánchezEugenio Villar,embedded software generation from systemc for platform based design,fernando herreravíctor fernándezpablo sánchezeugenio villar,2003,10.1007/0-306-48735-7_9,SystemC,Chapter,https://link.springer.com/chapter/10.1007/0-306-48735-7_9
springer,698,10.1007/978-3-540-45212-6_14,Clock-Driven Automatic Distribution of Lustre Programs,Alain GiraultXavier Nicollin,clock driven automatic distribution of lustre programs,alain giraultxavier nicollin,2003,10.1007/978-3-540-45212-6_14,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_14
springer,699,10.1007/0-306-48727-6_3,Mapping Concurrent Applications onto Architectural Platforms,Andrew MihalKurt Keutzer,mapping concurrent applications onto architectural platforms,andrew mihalkurt keutzer,2003,10.1007/0-306-48727-6_3,Networks on Chip,Chapter,https://link.springer.com/chapter/10.1007/0-306-48727-6_3
springer,700,10.1007/3-540-44898-5_7,Stack Size Analysis for Interrupt-Driven Programs,Krishnendu ChatterjeeDi MaRupak MajumdarTian ZhaoThomas A. HenzingerJens Palsberg,stack size analysis for interrupt driven programs,krishnendu chatterjeedi marupak majumdartian zhaothomas a henzingerjens palsberg,2003,10.1007/3-540-44898-5_7,Static Analysis,Conference paper,https://link.springer.com/chapter/10.1007/3-540-44898-5_7
springer,701,10.1007/3-540-44898-5_6,Instantaneous Termination in Pure Esterel,Olivier TardieuRobert de Simone,instantaneous termination in pure esterel,olivier tardieurobert de simone,2003,10.1007/3-540-44898-5_6,Static Analysis,Conference paper,https://link.springer.com/chapter/10.1007/3-540-44898-5_6
springer,702,10.1007/978-3-540-45212-6_22,Generating Heap-Bounded Programs in a Functional Setting,Walid TahaStephan EllnerHongwei Xi,generating heap bounded programs in a functional setting,walid tahastephan ellnerhongwei xi,2003,10.1007/978-3-540-45212-6_22,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_22
springer,703,10.1007/3-540-36575-3_13,Using Controller-Synthesis Techniques to Build Property-Enforcing Layers,Karine AltisenAurélie ClodicFlorence MaraninchiEric Rutten,using controller synthesis techniques to build property enforcing layers,karine altisenaurélie clodicflorence maraninchieric rutten,2003,10.1007/3-540-36575-3_13,Programming Languages and Systems,Conference paper,https://link.springer.com/chapter/10.1007/3-540-36575-3_13
springer,704,10.1007/3-540-36573-7_3,Expression of Time and Duration Constraints in SDL,Susanne Graf,expression of time and duration constraints in sdl,susanne graf,2003,10.1007/3-540-36573-7_3,Telecommunications and beyond: The BroaderApplicability of SDL and MSC,Conference paper,https://link.springer.com/chapter/10.1007/3-540-36573-7_3
springer,705,10.1007/3-540-44919-1_30,Prototyping Object Oriented Specifications,Ali Al-ShabibiDidier BuchsMathieu BuffoStanislav ChachkovAng ChenDavid Hurzeler,prototyping object oriented specifications,ali al shabibididier buchsmathieu buffostanislav chachkovang chendavid hurzeler,2003,10.1007/3-540-44919-1_30,Applications and Theory of Petri Nets 2003,Conference paper,https://link.springer.com/chapter/10.1007/3-540-44919-1_30
springer,706,10.1007/978-3-540-45234-8_90,From Algorithm Graph Specification to Automatic Synthesis of FPGA Circuit: A Seamless Flow of Graphs Transformations,Linda KaouaneMohamed AkilYves SorelThierry Grandpierre,from algorithm graph specification to automatic synthesis of fpga circuit a seamless flow of graphs transformations,linda kaouanemohamed akilyves sorelthierry grandpierre,2003,10.1007/978-3-540-45234-8_90,Field Programmable Logic and Application,Conference paper,https://link.springer.com/chapter/10.1007/978-3-540-45234-8_90
springer,707,10.1007/978-3-540-45212-6_4,Heterogeneous Reactive Systems Modeling and Correct-by-Construction Deployment,Albert BenvenisteLuca P. CarloniPaul CaspiAlberto L. Sangiovanni-Vincentelli,heterogeneous reactive systems modeling and correct by construction deployment,albert benvenisteluca p carlonipaul caspialberto l sangiovanni vincentelli,2003,10.1007/978-3-540-45212-6_4,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/978-3-540-45212-6_4
springer,708,10.1007/978-3-540-45145-7_27,Asynchronous Timed Multimedia Environments Based on the Coordination Paradigm,George A. Papadopoulos,asynchronous timed multimedia environments based on the coordination paradigm,george a papadopoulos,2003,10.1007/978-3-540-45145-7_27,Parallel Computing Technologies,Conference paper,https://link.springer.com/chapter/10.1007/978-3-540-45145-7_27
springer,709,10.1023/A:1022195128444,Dynamic Frame Dropping for Bandwidth Control in MPEG Streaming System,Hojung ChaJaehak OhRhan Ha,dynamic frame dropping for bandwidth control in mpeg streaming system,hojung chajaehak ohrhan ha,2003,10.1023/A:1022195128444,Multimedia Tools and Applications,Article,https://link.springer.com/article/10.1023/A:1022195128444
springer,710,10.1007/978-3-540-45187-7_30,A Compositional Semantic Theory for Synchronous Component-Based Design,Barry NortonGerald LüttgenMichael Mendler,a compositional semantic theory for synchronous component based design,barry nortongerald lüttgenmichael mendler,2003,10.1007/978-3-540-45187-7_30,CONCUR 2003 - Concurrency Theory,Conference paper,https://link.springer.com/chapter/10.1007/978-3-540-45187-7_30
springer,711,10.1007/0-306-48738-1_4,Message Sequence Charts,David HarelP. S. Thiagarajan,message sequence charts,david harelp s thiagarajan,2003,10.1007/0-306-48738-1_4,UML for Real,Chapter,https://link.springer.com/chapter/10.1007/0-306-48738-1_4
springer,712,10.1007/3-540-46135-3_34,Model-Based Programming: Controlling Embedded Systems by Reasoning About Hidden State,Brian C. WilliamsMichel D. Ingham,model based programming controlling embedded systems by reasoning about hidden state,brian c williamsmichel d ingham,2002,10.1007/3-540-46135-3_34,Principles and Practice of Constraint Programming - CP 2002,Conference paper,https://link.springer.com/chapter/10.1007/3-540-46135-3_34
springer,713,10.1007/978-3-642-18216-7_6,Asynchronous Multi-Agent ASMs,Egon BörgerRobert Stärk,asynchronous multi agent asms,egon börgerrobert stärk,2003,10.1007/978-3-642-18216-7_6,Abstract State Machines,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-18216-7_6
springer,714,10.1007/3-540-46117-5_97,REFLIX: A Processor Core for Reactive Embedded Applications,Zoran SalcicMorteza Biglari-AbhariAbbas Bigdeli,reflix a processor core for reactive embedded applications,zoran salcicmorteza biglari abhariabbas bigdeli,2002,10.1007/3-540-46117-5_97,Field-Programmable Logic and Applications: Reconfigurable Computing Is Going Mainstream,Conference paper,https://link.springer.com/chapter/10.1007/3-540-46117-5_97
springer,715,10.1155/S1110865702205016,AVSynDEx: A Rapid Prototyping Process Dedicated to the Implementation of Digital Image Processing Applications on Multi-DSP and FPGA Architectures,Virginie FresseOlivier DéforgesJean-François Nezan,avsyndex a rapid prototyping process dedicated to the implementation of digital image processing applications on multi dsp and fpga architectures,virginie fresseolivier déforgesjean françois nezan,2002,10.1155/S1110865702205016,EURASIP Journal on Advances in Signal Processing,Article,https://link.springer.com/article/10.1155/S1110865702205016
springer,716,10.1007/s007660200019,"Requirements-Level Semantics and Model Checking of Object-Oriented Statecharts
",Rik EshuisDavid N. JansenRoel Wieringa,requirements level semantics and model checking of object oriented statecharts,rik eshuisdavid n jansenroel wieringa,2002,10.1007/s007660200019,Requirements Engineering,Article,https://link.springer.com/article/10.1007/s007660200019
springer,717,10.1007/3-540-45828-X_18,Synchronous Modelling of Asynchronous Systems,Nicolas HalbwachsSiwar Baghdadi,synchronous modelling of asynchronous systems,nicolas halbwachssiwar baghdadi,2002,10.1007/3-540-45828-X_18,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45828-X_18
springer,718,10.1007/3-540-45706-2_3,"Non-massive, Non-high Performance, Distributed Computing: Selected Issues",Albert Benveniste,non massive non high performance distributed computing selected issues,albert benveniste,2002,10.1007/3-540-45706-2_3,Euro-Par 2002 Parallel Processing,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45706-2_3
springer,719,10.1007/3-540-45685-6_21,Proving the Equivalence of Microstep and Macrostep Semantics,Klaus Schneider,proving the equivalence of microstep and macrostep semantics,klaus schneider,2002,10.1007/3-540-45685-6_21,Theorem Proving in Higher Order Logics,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45685-6_21
springer,720,10.1007/978-1-4615-0837-3_3,System Requirements and Intrinsic SDM Assessment,Randall S. Janka,system requirements and intrinsic sdm assessment,randall s janka,2002,10.1007/978-1-4615-0837-3_3,Specification and Design Methodology for Real-Time Embedded Systems,Chapter,https://link.springer.com/chapter/10.1007/978-1-4615-0837-3_3
springer,721,10.1023/A:1011295931367,Formal Methods in Designing Embedded Systems—the SACRES Experience,Klaus Winkelmann,formal methods in designing embedded systems the sacres experience,klaus winkelmann,2001,10.1023/A:1011295931367,Formal Methods in System Design,Article,https://link.springer.com/article/10.1023/A:1011295931367
springer,722,10.1007/978-1-4757-6674-5_24,A General Approach to Modelling System-Level Timing Constraints,Marek JersakDirk ZiegenbeinRolf Ernst,a general approach to modelling system level timing constraints,marek jersakdirk ziegenbeinrolf ernst,2002,10.1007/978-1-4757-6674-5_24,System on Chip Design Languages,Chapter,https://link.springer.com/chapter/10.1007/978-1-4757-6674-5_24
springer,723,10.1007/978-0-387-35599-3_6,Model checking robustness to desynchronization,Jean-Pierre Talpin,model checking robustness to desynchronization,jean pierre talpin,2002,10.1007/978-0-387-35599-3_6,Design and Analysis of Distributed Embedded Systems,Chapter,https://link.springer.com/chapter/10.1007/978-0-387-35599-3_6
springer,724,10.1007/3-540-45828-X_6,Principles of Real-Time Programming,Christoph M. Kirsch,principles of real time programming,christoph m kirsch,2002,10.1007/3-540-45828-X_6,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45828-X_6
springer,725,10.1007/978-0-387-35608-2_30,Micro Mobile Programs,Carl A. Gunter,micro mobile programs,carl a gunter,2002,10.1007/978-0-387-35608-2_30,Foundations of Information Technology in the Era of Network and Mobile Computing,Chapter,https://link.springer.com/chapter/10.1007/978-0-387-35608-2_30
springer,726,10.1007/3-540-45828-X_4,Platform-Based Embedded Software Design for Multi-vehicle Multi-modal Systems,T. John KooJudith LiebmanCedric MaBenjamin HorowitzAlberto Sangiovanni-VincentelliShankar Sastry,platform based embedded software design for multi vehicle multi modal systems,t john koojudith liebmancedric mabenjamin horowitzalberto sangiovanni vincentellishankar sastry,2002,10.1007/3-540-45828-X_4,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45828-X_4
springer,727,10.1007/3-540-45828-X_19,A Protocol for Loosely Time-Triggered Architectures,Albert BenvenistePaul CaspiPaul Le GuernicHervé MarchandJean -Pierre TalpinStavros Tripakis,a protocol for loosely time triggered architectures,albert benvenistepaul caspipaul le guernichervé marchandjean pierre talpinstavros tripakis,2002,10.1007/3-540-45828-X_19,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45828-X_19
springer,728,10.1023/A:1015548507922,"DECM, A User Oriented Formalism for High Level Discrete Event Specifications of Real-Time Systems",Jean-Luc PailletNorbert Giambiasi,decm a user oriented formalism for high level discrete event specifications of real time systems,jean luc pailletnorbert giambiasi,2002,10.1023/A:1015548507922,Journal of Intelligent and Robotic Systems,Article,https://link.springer.com/article/10.1023/A:1015548507922
springer,729,10.1007/3-540-45931-6_4,Proving Correctness of Timed Concurrent Constraint Programs,Frank S. de BoerMaurizio GabbrielliMaria Chiara Meo,proving correctness of timed concurrent constraint programs,frank s de boermaurizio gabbriellimaria chiara meo,2002,10.1007/3-540-45931-6_4,Foundations of Software Science and Computation Structures,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45931-6_4
springer,730,10.1007/978-1-4615-2323-9_15,Software Synthesis for Real-Time Information Processing Systems,Marco CorneroFilip ThoenGert GoossensFranco Curatelli,software synthesis for real time information processing systems,marco cornerofilip thoengert goossensfranco curatelli,2002,10.1007/978-1-4615-2323-9_15,Code Generation for Embedded Processors,Chapter,https://link.springer.com/chapter/10.1007/978-1-4615-2323-9_15
springer,731,10.1007/3-540-48068-4_7,Quasi-Static Scheduling of Independent Tasks for Reactive Systems,Jordi CortadellaAlex KondratyevLuciano LavagnoClaudio PasseroneYosinori Watanabe,quasi static scheduling of independent tasks for reactive systems,jordi cortadellaalex kondratyevluciano lavagnoclaudio passeroneyosinori watanabe,2002,10.1007/3-540-48068-4_7,Application and Theory of Petri Nets 2002,Conference paper,https://link.springer.com/chapter/10.1007/3-540-48068-4_7
springer,732,10.1023/A:1011237030847,Specification and Validation of Embedded Systems using LUSTRE and ARGOS. Case Study: The Automatic Headlight Leveling System,Rainer Gmehlich,specification and validation of embedded systems using lustre and argos case study the automatic headlight leveling system,rainer gmehlich,2001,10.1023/A:1011237030847,Design Automation for Embedded Systems,Article,https://link.springer.com/article/10.1023/A:1011237030847
springer,733,10.1007/3-540-45828-X_7,Time-Safety Checking for Embedded Programs,Thomas A. HenzingerChristoph M. KirschRupak MajumdarSlobodan Matic,time safety checking for embedded programs,thomas a henzingerchristoph m kirschrupak majumdarslobodan matic,2002,10.1007/3-540-45828-X_7,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45828-X_7
springer,734,10.1007/3-540-45937-5_14,StreamIt: A Language for Streaming Applications,William ThiesMichal KarczmarekSaman Amarasinghe,streamit a language for streaming applications,william thiesmichal karczmareksaman amarasinghe,2002,10.1007/3-540-45937-5_14,Compiler Construction,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45937-5_14
springer,735,10.1007/3-540-45648-1_26,A Formal Model of the UML Metamodel: The UML State Machine and Its Integrity Constraints,Soon-Kyeong KimDavid Carrington,a formal model of the uml metamodel the uml state machine and its integrity constraints,soon kyeong kimdavid carrington,2002,10.1007/3-540-45648-1_26,ZB 2002:Formal Specification and Development in Z and B,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45648-1_26
springer,736,10.1007/3-540-45449-7_4,Synchronous Programming Techniques for Embedded Systems: Present and Future,Gérard Berry,synchronous programming techniques for embedded systems present and future,gérard berry,2001,10.1007/3-540-45449-7_4,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45449-7_4
springer,737,10.1007/3-540-44585-4_39,TAXYS: A Tool for the Development and Verification of Real-Time Embedded Systems?,Etienne ClosseMichel PoizeJacques PulouJoseph SifakisPatrick VenterDaniel WeilSergio Yovine,taxys a tool for the development and verification of real time embedded systems,etienne clossemichel poizejacques puloujoseph sifakispatrick venterdaniel weilsergio yovine,2001,10.1007/3-540-44585-4_39,Computer Aided Verification,Conference paper,https://link.springer.com/chapter/10.1007/3-540-44585-4_39
springer,738,10.1007/978-1-4757-3326-6_9,System-Level Specification and Architecture Exploration : an Avionics Codesign Application,François ClouteJean-Noël ContensouDaniel EstevePascal PampagninPhilippe PonsYves Favard,system level specification and architecture exploration an avionics codesign application,françois cloutejean noël contensoudaniel estevepascal pampagninphilippe ponsyves favard,2001,10.1007/978-1-4757-3326-6_9,Electronic Chips & Systems Design Languages,Chapter,https://link.springer.com/chapter/10.1007/978-1-4757-3326-6_9
springer,739,10.1007/3-540-45740-2_20,Pr/T-Net Based Seamless Design of Embedded Real-Time Systems,Carsten RustJürgen TackenCarsten Böke,pr t net based seamless design of embedded real time systems,carsten rustjürgen tackencarsten böke,2001,10.1007/3-540-45740-2_20,Applications and Theory of Petri Nets 2001,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45740-2_20
springer,740,10.1007/3-540-45449-7_13,Directions in Functional Programming for Real(-Time) Applications,Walid TahaPaul HudakZhanyong Wan,directions in functional programming for real time applications,walid tahapaul hudakzhanyong wan,2001,10.1007/3-540-45449-7_13,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45449-7_13
springer,741,10.1007/978-1-4757-3326-6_11,A Synchronous Object-Oriented Design Flow for Embedded Applications,P. G. PlögerReinhard BuddeKarl H. Sylla,a synchronous object oriented design flow for embedded applications,p g plögerreinhard buddekarl h sylla,2001,10.1007/978-1-4757-3326-6_11,Electronic Chips & Systems Design Languages,Chapter,https://link.springer.com/chapter/10.1007/978-1-4757-3326-6_11
springer,742,10.1007/978-1-4757-3281-8_18,Jester,M. AntoniottiA. FerrariA. FlescaA. Sangiovanni-Vincentelli,jester,m antoniottia ferraria flescaa sangiovanni vincentelli,2001,10.1007/978-1-4757-3281-8_18,System-on-Chip Methodologies & Design Languages,Chapter,https://link.springer.com/chapter/10.1007/978-1-4757-3281-8_18
springer,743,10.1007/978-3-663-09352-7_3,Technische Grundlagen,Günter KunzeHelmut GöhringKlaus JacobMartin Scheffler,technische grundlagen,günter kunzehelmut göhringklaus jacobmartin scheffler,2002,10.1007/978-3-663-09352-7_3,Baumaschinen,Chapter,https://link.springer.com/chapter/10.1007/978-3-663-09352-7_3
springer,744,10.1007/3-540-45245-1_2,Complex Reactive Control with Simple Synchronous Models,Reinhard BuddeAxel Poigné,complex reactive control with simple synchronous models,reinhard buddeaxel poigné,2001,10.1007/3-540-45245-1_2,"Languages, Compilers, and Tools for Embedded Systems",Conference paper,https://link.springer.com/chapter/10.1007/3-540-45245-1_2
springer,745,10.1007/978-1-4615-1659-0_5,Synchronous Equivalence,Harry HsiehFelice BalarinAlberto Sangiovanni-Vincentelli,synchronous equivalence,harry hsiehfelice balarinalberto sangiovanni vincentelli,2001,10.1007/978-1-4615-1659-0_5,Synchronous Equivalence,Chapter,https://link.springer.com/chapter/10.1007/978-1-4615-1659-0_5
springer,746,10.1007/978-0-387-35409-5_20,A Verified Hardware Synthesis of Esterel Programs,Klaus Schneider,a verified hardware synthesis of esterel programs,klaus schneider,2001,10.1007/978-0-387-35409-5_20,Architecture and Design of Distributed Embedded Systems,Chapter,https://link.springer.com/chapter/10.1007/978-0-387-35409-5_20
springer,747,10.1023/A:1011235419951,Automatic Real-Time Analysis of Reactive Systems with the PARTS Toolset,U. BuyR.H. Sloan,automatic real time analysis of reactive systems with the parts toolset,u buyr h sloan,2001,10.1023/A:1011235419951,Automated Software Engineering,Article,https://link.springer.com/article/10.1023/A:1011235419951
springer,748,10.1007/978-1-4757-3326-6_17,ECL: A Specification Environment for System-Level Design,Gérard BerryEd HarcourtLuciano LavagnoEllen Sentovich,ecl a specification environment for system level design,gérard berryed harcourtluciano lavagnoellen sentovich,2001,10.1007/978-1-4757-3326-6_17,Electronic Chips & Systems Design Languages,Chapter,https://link.springer.com/chapter/10.1007/978-1-4757-3326-6_17
springer,749,10.1007/978-3-642-56294-5_5,Earth Observation/Monitoring Missions,Herbert J. Kramer,earth observation monitoring missions,herbert j kramer,2002,10.1007/978-3-642-56294-5_5,Observation of the Earth and Its Environment,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-56294-5_5
springer,750,10.1007/978-3-642-56294-5_12,Space Science/Solar-Terrestrial Missions,Herbert J. Kramer,space science solar terrestrial missions,herbert j kramer,2002,10.1007/978-3-642-56294-5_12,Observation of the Earth and Its Environment,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-56294-5_12
springer,751,10.1007/3-540-45449-7_26,Modeling Real-Time Systems — Challenges and Work Directions,Joseph Sifakis,modeling real time systems challenges and work directions,joseph sifakis,2001,10.1007/3-540-45449-7_26,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45449-7_26
springer,752,10.1007/978-1-4615-1659-0_2,The Polis Codesign Framework,Harry HsiehFelice BalarinAlberto Sangiovanni-Vincentelli,the polis codesign framework,harry hsiehfelice balarinalberto sangiovanni vincentelli,2001,10.1007/978-1-4615-1659-0_2,Synchronous Equivalence,Chapter,https://link.springer.com/chapter/10.1007/978-1-4615-1659-0_2
springer,753,10.1007/3-540-45578-7_21,A Temporal Concurrent Constraint Programming Calculus,Catuscia PalamidessiFrank D. Valencia,a temporal concurrent constraint programming calculus,catuscia palamidessifrank d valencia,2001,10.1007/3-540-45578-7_21,Principles and Practice of Constraint Programming — CP 2001,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45578-7_21
springer,754,10.1007/3-540-44798-9_10,Multiclock Esterel,Gérard BerryEllen Sentovich,multiclock esterel,gérard berryellen sentovich,2001,10.1007/3-540-44798-9_10,Correct Hardware Design and Verification Methods,Conference paper,https://link.springer.com/chapter/10.1007/3-540-44798-9_10
springer,755,10.1007/978-1-4757-6666-0_1,Synthesis and Optimization of Digital Hardware/Software Systems,Jürgen Teich,synthesis and optimization of digital hardware software systems,jürgen teich,2001,10.1007/978-1-4757-6666-0_1,System Design Automation,Chapter,https://link.springer.com/chapter/10.1007/978-1-4757-6666-0_1
springer,756,10.1007/3-540-45449-7_24,Hierarchical Approach for Design of Multi-vehicle Multi-modal Embedded Software,T. John KooJudy LiebmanCedric MaS. Shankar Sastry,hierarchical approach for design of multi vehicle multi modal embedded software,t john koojudy liebmancedric mas shankar sastry,2001,10.1007/3-540-45449-7_24,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45449-7_24
springer,757,10.1007/3-540-45449-7_12,Giotto: A Time-Triggered Language for Embedded Programming,Thomas A. HenzingerBenjamin HorowitzChristoph Meyer Kirsch,giotto a time triggered language for embedded programming,thomas a henzingerbenjamin horowitzchristoph meyer kirsch,2001,10.1007/3-540-45449-7_12,Embedded Software,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45449-7_12
springer,758,10.1023/A:1008796718837,An Implementation of Constructive Synchronous Programs in POLIS,Gérard BerryEllen M. Sentovich,an implementation of constructive synchronous programs in polis,gérard berryellen m sentovich,2000,10.1023/A:1008796718837,Formal Methods in System Design,Article,https://link.springer.com/article/10.1023/A:1008796718837
springer,759,10.1007/978-1-4615-1659-0_3,Codesign Finite State Machines,Harry HsiehFelice BalarinAlberto Sangiovanni-Vincentelli,codesign finite state machines,harry hsiehfelice balarinalberto sangiovanni vincentelli,2001,10.1007/978-1-4615-1659-0_3,Synchronous Equivalence,Chapter,https://link.springer.com/chapter/10.1007/978-1-4615-1659-0_3
springer,760,10.1007/978-3-642-56450-5_13,Programmierung von vernetzten Prüfplätzen in PEARL 90 am Beispiel der Lebensdauerprüfung von Waschautomaten und Trocknern,Uwe HeinJoachim Jensch,programmierung von vernetzten prüfplätzen in pearl 90 am beispiel der lebensdauerprüfung von waschautomaten und trocknern,uwe heinjoachim jensch,2001,10.1007/978-3-642-56450-5_13,Echtzeitkommunikation und Ethernet/Internet,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-56450-5_13
springer,761,10.1007/PL00009135,Validierung Software-intensiver eingebetteter Systeme,Monika Müllerburg,validierung software intensiver eingebetteter systeme,monika müllerburg,2000,10.1007/PL00009135,Informatik Forschung und Entwicklung,Article,https://link.springer.com/article/10.1007/PL00009135
springer,762,10.1007/978-3-322-86798-8_6,Rechnernetze und Verteilte Systeme,Alexander Schill,rechnernetze und verteilte systeme,alexander schill,2001,10.1007/978-3-322-86798-8_6,Informatik für Ingenieure kompakt,Chapter,https://link.springer.com/chapter/10.1007/978-3-322-86798-8_6
springer,763,10.1007/3-540-44978-7_2,Deriving Pre-conditions for Array Bound Check Elimination,Wei-Ngan ChinSiau-Cheng KhooDana N. Xu,deriving pre conditions for array bound check elimination,wei ngan chinsiau cheng khoodana n xu,2001,10.1007/3-540-44978-7_2,Programs as Data Objects,Conference paper,https://link.springer.com/chapter/10.1007/3-540-44978-7_2
springer,764,10.1007/3-540-45441-1_22,A New UML Profile for Real-Time System Formal Design and Validation,L. ApvrilleP. de Saqui-SannesC. LohrP. SénacJ. -P. Courtiat,a new uml profile for real time system formal design and validation,l apvrillep de saqui sannesc lohrp sénacj p courtiat,2001,10.1007/3-540-45441-1_22,"≪UML≫ 2001 — The Unified Modeling Language. Modeling Languages, Concepts, and Tools",Conference paper,https://link.springer.com/chapter/10.1007/3-540-45441-1_22
springer,765,10.1007/BFb0110384,Modelling and analysis of hybrid dynamical systems,Arjan J. van der SchaftJohannes M. Schumacher,modelling and analysis of hybrid dynamical systems,arjan j van der schaftjohannes m schumacher,2001,10.1007/BFb0110384,Advances in the control of nonlinear systems,Conference paper,https://link.springer.com/chapter/10.1007/BFb0110384
springer,766,10.1007/978-0-387-35533-7_19,Modeling Distributed Embedded Systems In Multiclock Esterel,Basant RajanR. K. Shyamasundar,modeling distributed embedded systems in multiclock esterel,basant rajanr k shyamasundar,2000,10.1007/978-0-387-35533-7_19,Formal Methods for Distributed System Development,Chapter,https://link.springer.com/chapter/10.1007/978-0-387-35533-7_19
springer,767,10.1007/10722060_8,Static Worst-Case Execution Time Analysis of Synchronous Programs,Thomas Ringler,static worst case execution time analysis of synchronous programs,thomas ringler,2000,10.1007/10722060_8,Reliable Software Technologies Ada-Europe 2000,Conference paper,https://link.springer.com/chapter/10.1007/10722060_8
springer,768,10.1007/s001650050042,Hybrid Verifications of Reactive Programs,Olivier RouxVlad RusuFranck Cassez,hybrid verifications of reactive programs,olivier rouxvlad rusufranck cassez,1999,10.1007/s001650050042,Formal Aspects of Computing,Article,https://link.springer.com/article/10.1007/s001650050042
springer,769,10.1007/978-3-642-57199-2_6,Models of Computation for System Design,Luciano LavagnoAlberto Sangiovanni-VincentelliEllen M. Sentovich,models of computation for system design,luciano lavagnoalberto sangiovanni vincentelliellen m sentovich,2000,10.1007/978-3-642-57199-2_6,Architecture Design and Validation Methods,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-57199-2_6
springer,770,10.1007/3-540-46562-6_40,Introducing Mutual Exclusion in Esterel,Klaus SchneiderViktor Sabelfeld,introducing mutual exclusion in esterel,klaus schneiderviktor sabelfeld,2000,10.1007/3-540-46562-6_40,Perspectives of System Informatics,Conference paper,https://link.springer.com/chapter/10.1007/3-540-46562-6_40
springer,771,10.1007/978-0-387-35520-7_15,Behavior Expression and OMDD,Yunming Wang,behavior expression and omdd,yunming wang,2000,10.1007/978-0-387-35520-7_15,Formal Methods for Open Object-Based Distributed Systems IV,Conference paper,https://link.springer.com/chapter/10.1007/978-0-387-35520-7_15
springer,772,10.1007/3-540-45352-0_18,Compositional Verification of Synchronous Networks,Leszek Holenderski,compositional verification of synchronous networks,leszek holenderski,2000,10.1007/3-540-45352-0_18,Formal Techniques in Real-Time and Fault-Tolerant Systems,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45352-0_18
springer,773,10.1007/3-540-45352-0_14,A System for Object Code Validation,A. K. BhattacharjeeGopa SenS. D. DhodapkarK. KarunakarBasant RajanR. K. Shyamasundar,a system for object code validation,a k bhattacharjeegopa sens d dhodapkark karunakarbasant rajanr k shyamasundar,2000,10.1007/3-540-45352-0_14,Formal Techniques in Real-Time and Fault-Tolerant Systems,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45352-0_14
springer,774,10.1007/978-1-4615-4359-6_3,Design Representation,Bassam TabbaraAbdallah TabbaraAlberto Sangiovanni-Vincentelli,design representation,bassam tabbaraabdallah tabbaraalberto sangiovanni vincentelli,2000,10.1007/978-1-4615-4359-6_3,Function/Architecture Optimization and Co-Design of Embedded Systems,Chapter,https://link.springer.com/chapter/10.1007/978-1-4615-4359-6_3
springer,775,10.1007/3-540-45352-0_1,Stability of Discrete Sampled Systems,N. HalbwachsJ. -F. HéryJ. -C. LaleufX. Nicollin,stability of discrete sampled systems,n halbwachsj f héryj c laleufx nicollin,2000,10.1007/3-540-45352-0_1,Formal Techniques in Real-Time and Fault-Tolerant Systems,Conference paper,https://link.springer.com/chapter/10.1007/3-540-45352-0_1
springer,776,10.1007/978-3-642-57199-2_1,"Modeling and Synthesis of Behavior, Control and Data Flow",Raul CamposanoAndrew SeawrightJoseph Buck,modeling and synthesis of behavior control and data flow,raul camposanoandrew seawrightjoseph buck,2000,10.1007/978-3-642-57199-2_1,Architecture Design and Validation Methods,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-57199-2_1
